molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class,bioactivity_numeric
CHEMBL1522100,C=COC(=O)CSc1snc(SCC(=O)OC)c1C#N,40100.0,inactive,0
CHEMBL1527616,O=C(CCl)NCc1c(Cl)cccc1-n1cccc1,15300.0,inactive,0
CHEMBL1438646,CCCc1n[nH]c2c1C(c1ccc(OC(=O)N3CCOCC3)c(OC)c1)C(C#N)=C(N)O2,10000.0,inactive,0
CHEMBL1606613,COc1ccccc1-c1cc(C(F)(F)F)nc(S(C)(=O)=O)n1,10000.0,inactive,0
CHEMBL1443497,CCOC(=O)CSc1nc2sc3c(c2c(=O)n1C1CCCCC1)CCN(C)C3,15200.0,inactive,0
CHEMBL1347107,COC(=O)c1ccc(-c2ccc(C(c3c(C)n[nH]c3O)c3c(C)n[nH]c3O)o2)cc1,348.0,active,1
CHEMBL1572967,O=C(OCn1ncc(Cl)c(Cl)c1=O)c1ccc(F)cc1,938.0,active,1
CHEMBL1498136,O=[N+]([O-])c1ccc(Oc2cccc(F)c2)c2ccncc12,956.0,active,1
CHEMBL1556273,Cc1cc(C)cc(CC(Cc2nc3ccccc3[nH]2)c2nc3ccccc3[nH]2)c1,83000.0,inactive,0
CHEMBL1488395,Cc1ccc(Sc2c([N+](=O)[O-])ncn2C)cc1,34600.0,inactive,0
CHEMBL1399371,N#CC1=C(N)Oc2[nH]nc(-c3ccccc3)c2C1c1ccsc1,731.0,active,1
CHEMBL1498127,CCN=C(S)N=Nc1c(O)[nH]c2ccc([N+](=O)[O-])cc12,56600.0,inactive,0
CHEMBL3210913,COC(=O)c1ccc(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccccc2)cc1,17800.0,inactive,0
CHEMBL1300391,COc1ccc(Br)cc1[C@H]1[C@H]2C=CC[C@@H](C)[C@@H]2C(=O)N1Cc1ccccc1,162800.0,inactive,0
CHEMBL1556187,O=c1oc(-c2ccccc2Cl)nc2ccsc12,23300.0,inactive,0
CHEMBL1409991,CCOC(=O)c1cc(C)sc1NC(=O)CSC1=NCCS1,21400.0,inactive,0
CHEMBL1410091,Cc1oc2cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c2c1C(=O)c1ccc(Cl)cc1,10400.0,inactive,0
CHEMBL494083,CC(C)=CCC/C(C)=C/Cc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O,88400.0,inactive,0
CHEMBL1416713,CCc1cccc(CC)c1NC(=O)/C(C#N)=C/c1ccccc1C(F)(F)F,11700.0,inactive,0
CHEMBL1300420,N#Cc1cc(-c2ccccc2)nc(Oc2ccccc2)n1,17700.0,inactive,0
CHEMBL3198793,CC1=C(C)/C(=N\OC(=O)/C=C/c2ccccc2)C=CC1=O,532.0,active,1
CHEMBL3199015,CC1=NC2(O)c3ccccc3C(=O)C2(O)/C1=C(/O)OC(C)C,14700.0,inactive,0
CHEMBL1458840,CC(C)(C)c1cc(C(c2cccnc2)N2CCN(CCO)CC2)cc(C(C)(C)C)c1O,17300.0,inactive,0
CHEMBL1387293,Cc1nc(Nc2ccc(O)cc2)c2c3c(sc2n1)CCCC3,125100.0,inactive,0
CHEMBL175434,NS(=O)(=O)c1ccc(NC2=CC(=O)C(=O)c3ccccc32)cc1,667.0,active,1
CHEMBL1455639,Cn1nc(C(C)(C)C)cc1C(=O)Sc1cccc(Br)c1,37100.0,inactive,0
CHEMBL3145001,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccc(C(=O)O)cc1)c1c(C)[nH]n(-c2ccccc2)c1=O,656.0,active,1
CHEMBL1337235,CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(N3CCOCC3)cc2)n1,12800.0,inactive,0
CHEMBL1458858,O=C(CCl)Nc1ccccc1C(=O)Nc1ccc2c(c1)OCO2,13000.0,inactive,0
CHEMBL1436932,CCOc1cc(/C=C2\C(=N)N3N=C(N4CCCCC4)SC3=NC2=O)ccc1OC(=O)c1ccco1,18600.0,inactive,0
CHEMBL1522275,CC(C)C[C@H](N)c1nnc(S(=O)(=O)Cc2ccc(F)cc2)o1.Cl,25700.0,inactive,0
CHEMBL1582891,Nc1ccc2nc(N3CCOCC3)sc2c1,23700.0,inactive,0
CHEMBL1537553,O=C1C=C(N(CCO)Cc2ccccc2)c2ccccc2C1=O,402.0,active,1
CHEMBL1410350,COc1cc(NCCCCCCCN)c2ncccc2c1.O=C(O)CCC(=O)O,401.0,active,1
CHEMBL1498329,CCOc1cc(C2C(C#N)=C(N)Oc3[nH]nc(-c4ccccc4)c32)ccc1O,689.0,active,1
CHEMBL1620590,CCOc1ccc(Cl)cc1C(c1c(C)n[nH]c1O)c1c(C)n[nH]c1O,221.0,active,1
CHEMBL1307207,NC(=O)C1CCN(C2=C(Cl)C(=O)c3ccccc3C2=O)CC1,146.0,active,1
CHEMBL1307306,NC(=O)[C@H](Cc1cc2ccccc2s1)NC(=O)[C@@H]1CC2(CC(c3cccc(NC(=O)[C@@H]4CCC(=O)N4)c3)=NO2)CN1C(=O)/C=C/c1c(F)cccc1Cl,168000.0,inactive,0
CHEMBL1537588,Cc1cccc(Cn2nnc3c2C(=O)c2ccccc2C3=O)c1,446.0,active,1
CHEMBL1395600,CC(=O)c1ccc(-c2cccc(-c3nc4ccccn4c3NC3CCCCC3)c2)cc1.O=C(O)C(F)(F)F,178.0,active,1
CHEMBL1576416,Oc1ncc(NCCc2ccccc2)c(O)n1,10100.0,inactive,0
CHEMBL3144984,Cc1[nH]n(-c2ccccc2)c(=O)c1/C=C1/C(=O)NN(c2ccc(F)c(Cl)c2)C1=O,12000.0,inactive,0
CHEMBL1443601,COC(=O)c1ccc2c(c1O)C(=O)c1ccccc1C2=O,925.0,active,1
CHEMBL1404492,Cc1noc(C)c1CSCC(=O)Oc1ccc(N(C)S(=O)(=O)c2ccccc2)cc1,22300.0,inactive,0
CHEMBL1387378,CCOc1cc(/C=C2\C(=N)N3N=C(S(=O)(=O)CC)SC3=NC2=O)ccc1OC(=O)c1ccco1,22100.0,inactive,0
CHEMBL1347560,O=C(Oc1ccc(-n2cnnn2)cc1)c1ccco1,12700.0,inactive,0
CHEMBL1307520,COc1ccc(OC)c(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)c1,211.0,active,1
CHEMBL1495170,CCOC(=O)C(Nc1ccc2ccccc2c1)C(=O)OCC,13000.0,inactive,0
CHEMBL1387436,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccc2c(c1)OCO2,16500.0,inactive,0
CHEMBL3145155,COc1cccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)c1O,829.0,active,1
CHEMBL1399683,O=C1COc2ccc(C(=O)CCl)cc2N1,26300.0,inactive,0
CHEMBL3193366,CO/C(O)=C1/C(C)=NC(=S)NC1c1ccc(OC(=O)c2ccco2)cc1,14400.0,inactive,0
CHEMBL1573331,O=S(=O)(Nc1ccc(O)c2ccccc12)c1ccc(OC(F)(F)F)cc1,66.6,active,1
CHEMBL1300695,CC(=O)N(C)Cc1ccc(C(=O)CCl)cc1,19400.0,inactive,0
CHEMBL1370838,Cc1[nH]c2ccccc2c1C(C#N)(C#N)C1C(=O)c2ccccc2C1=O,297.0,active,1
CHEMBL1201049,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,10200.0,inactive,0
CHEMBL1583024,O=C(Oc1ccc(Br)cc1)C1CC(=O)N(c2ccc(F)cc2)C1,11800.0,inactive,0
CHEMBL1300684,Nc1nc(C(=O)N2CCOCC2)nn1C(=O)c1ccc(Cl)cc1,23400.0,inactive,0
CHEMBL1567246,CCOc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1OCC,183.0,active,1
CHEMBL1325021,COc1ccccc1N(C(=O)CCl)c1cn(C(C)=O)c2ccccc12,846.0,active,1
CHEMBL1576509,COc1ccccc1/C=C1/C(=O)N(c2ccccc2)N=C1C,35.6,active,1
CHEMBL1576520,COc1ccc(NC(=O)c2cccc(N3C(=O)C4C5C=CC(C5)C4C3=O)c2)cc1Cl,18500.0,inactive,0
CHEMBL3187596,O=C(/C=C/c1ccc(O)cc1)c1ccc(/N=C2\C(=O)c3ccccc3C(O)=C2N2CCCCC2)cc1,707.0,active,1
CHEMBL1368727,O=[N+]([O-])c1cc(-c2ccc(C(=S)N3CCOCC3)o2)ccc1Cl,10200.0,inactive,0
CHEMBL1984648,Cc1cccc(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccco2)c1,12900.0,inactive,0
CHEMBL1439030,CC(=O)c1c(Cl)nc2cccc3c2c1-c1ccccc1C3=O,297.0,active,1
CHEMBL1556498,COc1ccc(C(=O)C2C(c3ccc(-c4ccccc4[N+](=O)[O-])o3)NC(=O)NC2(O)C(F)(F)F)cc1,21500.0,inactive,0
CHEMBL1544483,C=CSc1sc(Cl)c(N2CCOCC2)c1[N+](=O)[O-],54600.0,inactive,0
CHEMBL1794195,Cl.Nc1ccc(O)c2ccccc12,10100.0,inactive,0
CHEMBL1495230,Cc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(-c4ccccc4)c32)o1,19300.0,inactive,0
CHEMBL1721990,CC(=O)C12CC(C)=C(C)CC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C,289400.0,inactive,0
CHEMBL478754,COc1cc2c(cc1OC)-c1c3c(cc4c1[C@@H](C2)N(C)CC4)OCO3,952.0,active,1
CHEMBL1478145,CCN(Cc1ccccc1)S(=O)(=O)c1ccc(C(=O)N(CCCN(C)C)c2nc3cc(C)cc(C)c3s2)cc1.Cl,17700.0,inactive,0
CHEMBL1359933,CCOc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1OC,309.0,active,1
CHEMBL1522349,CCOC(=O)c1nn(-c2ccccc2C)c(=O)c2c(N)scc12,11400.0,inactive,0
CHEMBL1377533,CC(=O)Oc1ccc(N(C(C)=O)S(=O)(=O)c2ccc3ccccc3c2)cc1Br,17300.0,inactive,0
CHEMBL1483112,CCCSc1nnc(Sc2nnnn2-c2ccccc2)s1,14500.0,inactive,0
CHEMBL1455957,CCc1nc2c([nH]1)c1no[n+]([O-])c1c1no[n+]([O-])c21,337.0,active,1
CHEMBL1622566,Cc1n[nH]c(O)c1C(c1ccc(Br)cc1)c1c(C)n[nH]c1O,338.0,active,1
CHEMBL1522503,COc1ccc(-c2[nH]nc3c2C(c2ccsc2)C(C#N)=C(N)O3)cc1,13300.0,inactive,0
CHEMBL1528243,CC1=NNC(=O)C1Oc1ccccc1,570.0,active,1
CHEMBL1337592,COc1ccc(C(C(=O)NC2CCCCC2)N(C(=O)CCl)c2cccc(Cl)c2)cc1,202.0,active,1
CHEMBL1583127,O=C(NC(=S)NNC(=O)c1ccccc1O)c1ccco1,113700.0,inactive,0
CHEMBL299853,O=C1C=C(Nc2ccccc2)c2ccccc2C1=O,723.0,active,1
CHEMBL1583199,N#Cc1c(N2CCCC2)nc(N)c2c(N)nc(N3CCCC3)cc12,109.0,active,1
CHEMBL1465938,COc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1,234.0,active,1
CHEMBL1576754,CCOc1ccc(-n2c(C)cc(C(=O)CCl)c2C)cc1,11700.0,inactive,0
CHEMBL1410768,COc1ccc(C2=NN(C(=O)/C=C/c3ccccc3)C(c3ccccc3)C2)c(OC(C)=O)c1,53800.0,inactive,0
CHEMBL1505358,Cc1n[nH]c(O)c1C(c1cc([N+](=O)[O-])ccc1O)c1c(C)n[nH]c1O,262.0,active,1
CHEMBL1985131,CCN1Cc2c(/C=C/c3ccccc3)nc3ccc(OC)cc3c2N(c2cccc(Cl)c2)C1,17600.0,inactive,0
CHEMBL579318,Cc1oc2c(c1C(=O)NCc1cccnc1)C(=O)c1ccccc1C2=O,63.9,active,1
CHEMBL3190539,Cc1cc(C(=O)N/N=C/c2c(C)nn(-c3ccccc3)c2O)[nH]n1,27000.0,inactive,0
CHEMBL1380913,Cc1n[nH]c2c1C(c1c(C)nn(-c3ccccc3)c1C)C(C#N)=C(N)O2,12500.0,inactive,0
CHEMBL1576785,CC(C)(c1ccccc1)c1ccc(OCC2CO2)cc1,11900.0,inactive,0
CHEMBL1410631,Cc1ccc(C)c(N/C([S-])=C(/C(=O)c2ccc(OC(F)F)cc2)[n+]2ccccc2)c1,11500.0,inactive,0
CHEMBL1576824,CCC(C)Nc1nc(Cl)nc(N(C#N)CN2C(=O)c3ccccc3S2(=O)=O)n1,18200.0,inactive,0
CHEMBL1399938,Cc1cccc(N(Cc2ccccc2)C(=O)CCl)c1,536.0,active,1
CHEMBL1331211,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,244.0,active,1
CHEMBL3191627,CCc1ccc(S(=O)(=O)/N=C2\C=CC(=O)c3ccccc32)cc1,643.0,active,1
CHEMBL1583292,Oc1[nH]c2ccc(Br)cc2c1N=NC(=S)N1CCOCC1,22700.0,inactive,0
CHEMBL3192106,CSC(=N/c1cc(Cl)ccc1Cl)/C(C#N)=C(/O)c1ccco1,912.0,active,1
CHEMBL465226,CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@@]21C,16100.0,inactive,0
CHEMBL1377610,COC(=O)c1ccccc1OC(=O)c1ccc(Br)o1,15200.0,inactive,0
CHEMBL3192555,Cc1ccc(NC2=C/C(=N\S(=O)(=O)c3cccs3)c3ccccc3C2=O)c(C)c1,185.0,active,1
CHEMBL1449705,O=C1c2ccccc2OC2(C=Cc3ccccc3O2)N1Cc1ccccc1,165500.0,inactive,0
CHEMBL456881,O=c1c2ccccc2nc2n1CCC2,11600.0,inactive,0
CHEMBL1416089,CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(S(=O)(=O)N(C)c3ccccc3)cc2)n1,1000.0,active,1
CHEMBL1505548,Cc1cc(C(=O)CCl)c(C)n1CC1COc2ccccc2O1,13500.0,inactive,0
CHEMBL1381030,Oc1cc(-c2ccccc2)[nH]n1,517.0,active,1
CHEMBL1427221,O=C(CCl)Nc1cccc(-c2cnc3ccccc3n2)c1,13300.0,inactive,0
CHEMBL3145051,COC(=O)Cc1c(C)[nH]n(-c2cc(Cl)cc(Cl)c2)c1=O,16900.0,inactive,0
CHEMBL1331573,CCOC(=O)C(C(=O)OCC)c1cc(Br)c2noc3c2c1C(=O)c1ccccc1-3,393.0,active,1
CHEMBL1989179,N#C/C(=N\Nc1ccc(S(=O)(=O)N2CCc3ccccc32)cc1)C(N)=S,31700.0,inactive,0
CHEMBL1466241,CSc1nc(-c2ccco2)nn1C(=O)c1cccs1,24700.0,inactive,0
CHEMBL1456115,O=[N+]([O-])c1cccc2[nH]nnc12,13700.0,inactive,0
CHEMBL1544793,O=C(CCl)N(c1ccccc1)c1c[nH]c2ccccc12,361.0,active,1
CHEMBL1483312,CC(C)N(c1ccccc1)c1ccc(NC(=O)CCl)cc1,505.0,active,1
CHEMBL3214331,O=C(N/N=C/c1ccc(OC(=O)c2ccco2)cc1)c1ccc[n+]([O-])c1,24600.0,inactive,0
CHEMBL1427272,Oc1nnc(Sc2ncnc3sccc23)n1CCc1ccccc1,18000.0,inactive,0
CHEMBL1348057,O=C(NCc1cccnc1)/C(=C/c1ccc(-c2ccc(Cl)cc2)o1)S(=O)(=O)c1ccccc1,27300.0,inactive,0
CHEMBL1325219,CC1=NN(c2ccc(C)c(C)c2)C(=O)C1C(c1cccc(O)c1)C1C(=O)N(c2ccc(C)c(C)c2)N=C1C,468.0,active,1
CHEMBL1567635,O=C(CCl)N(Cc1ccccc1)c1ccccc1,813.0,active,1
CHEMBL1449922,CCS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=O)N=C2S1,19400.0,inactive,0
CHEMBL36654,CN1CCc2cc3c(c4c2C1Cc1ccccc1-4)OCO3,79.7,active,1
CHEMBL1988416,O=Cc1s/c(=N\S(=O)(=O)c2ccccc2)n(CCCCl)c1Cl,34900.0,inactive,0
CHEMBL1544909,Cc1ccc2c(c1)N(C(=O)CSc1nncn1C)C(C)(C)c1ssc(=S)c1-2,10100.0,inactive,0
CHEMBL1360322,Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccccc2F)cc1,24000.0,inactive,0
CHEMBL1466363,NC(=O)CC[C@@H]1NC(=O)[C@H](CO)NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCC[C@@H](C(N)=O)NC1=O,13300.0,inactive,0
CHEMBL1499010,CC(C)CS(=O)(=O)C1=NSC2=NC(=O)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=N)N21,13800.0,inactive,0
CHEMBL1556868,CCOC(=O)c1ccc(N2C(=O)c3[nH]nc(-c4ccco4)c3C2c2ccc([N+](=O)[O-])cc2)cc1,56200.0,inactive,0
CHEMBL1505679,OCCN=C(S)Nc1ccc2nsnc2c1,26000.0,inactive,0
CHEMBL1365234,CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc([N+](=O)[O-])c1O,219.0,active,1
CHEMBL1400164,C=CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(OC(=O)c2ccco2)c(OC)c1,18000.0,inactive,0
CHEMBL1495539,O=C1c2ccccc2-c2onc3ccc(N4CCCC4)c1c23,606.0,active,1
CHEMBL1329597,CCN(CC)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,209.0,active,1
CHEMBL1307882,FC(F)(F)c1cccc(Oc2nc(-c3ccccc3)nnc2C(F)(F)F)c1,760.0,active,1
CHEMBL1577004,CC1CCc2c(c3ccccc3n2C(=O)CCl)C1,751.0,active,1
CHEMBL1606280,N#CC1=C(N)N(c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C1(C#N)C#N,12800.0,inactive,0
CHEMBL1538212,Cc1cc(C)c(C#N)c(SCc2n[nH]c3c2C(c2ccc(F)cc2)C(C#N)=C(N)O3)n1,11200.0,inactive,0
CHEMBL1990545,Cc1ccc2nc(N/N=C\c3ccc([N+](=O)[O-])o3)nc(-c3ccccc3)c2c1,208100.0,inactive,0
CHEMBL1387900,Cc1nc2ccccc2c2c1C(=O)N(c1cccc(C(=O)O)c1)C2=O,17000.0,inactive,0
CHEMBL1411044,COc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)ccc1OCc1ccc([N+](=O)[O-])cc1,178.0,active,1
CHEMBL1989853,O=C1/C(=N\c2cccc(O)c2)C(N2CCCCC2)=C(O)c2ccccc21,364.0,active,1
CHEMBL1427517,COc1ccc2nc3ccccc3nc2c1N,22100.0,inactive,0
CHEMBL1320274,Cc1nn(-c2ccccc2)c(Cl)c1CN(C(=O)CCl)c1cccc2ccccc12,571.0,active,1
CHEMBL1381243,CCCCn1c(NC(=O)c2ccc(Br)o2)c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc21,107600.0,inactive,0
CHEMBL1388084,Cc1cc(F)ccc1S(=O)(=O)N(C(=O)c1ccncc1)c1ccc(OC(=O)c2ccncc2)cc1,14100.0,inactive,0
CHEMBL1420811,O=C(c1cc(F)c(F)cc1Cl)N1CCN(c2ccc([N+](=O)[O-])c3ncccc23)CC1,11800.0,inactive,0
CHEMBL1332532,c1ccc(C2[C@H]3CN(Cc4cccnc4)[C@H](c4ccccc4)C34CC2(c2cccnc2)C4)cc1,16700.0,inactive,0
CHEMBL1420857,Nc1ccc2[nH]c(CCCCc3nc4ccccc4[nH]3)nc2c1,16900.0,inactive,0
CHEMBL1341388,COc1cc(C=C2C(=O)c3ccccc3C2=O)ccc1O,22900.0,inactive,0
CHEMBL1456285,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)n1nnc2ccccc21,26500.0,inactive,0
CHEMBL1405071,Br.COc1ccc(-c2csc(Nc3ccc(O)cc3)n2)cc1,122900.0,inactive,0
CHEMBL1545034,COc1cccc(-c2cc(O)[nH]n2)c1,757.0,active,1
CHEMBL1489633,CCOC(=O)CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(OC)cc1OC,104.0,active,1
CHEMBL1600541,CS(=O)(=O)C1=NSC2=NC(=O)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=N)N21,16000.0,inactive,0
CHEMBL1301371,Cc1cccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)c1,10600.0,inactive,0
CHEMBL1388022,COc1ccccc1-c1c(C)oc2cc(OC(=O)c3ccco3)ccc2c1=O,23800.0,inactive,0
CHEMBL1420929,Cc1ccc(-c2n[nH]c3c2C(C)C(C#N)=C(N)O3)cc1,518.0,active,1
CHEMBL1308058,O=C1C(Cl)=C(N2CCCCCC2)C(=O)N1c1ccccc1,10300.0,inactive,0
CHEMBL1388137,CC(=O)n1cc(N(C(=O)CCl)c2ccccc2)c2ccccc21,347.0,active,1
CHEMBL1534947,CCOC(=O)c1c(NC(=O)CCl)sc(C(=O)N(CC)CC)c1C,43600.0,inactive,0
CHEMBL1499220,C=CCn1c(N)c(C(=O)Nc2cccc(C)c2)c2nc3ccccc3nc21,13300.0,inactive,0
CHEMBL3145109,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1cccc([N+](=O)[O-])c1)c1c(C)[nH]n(-c2ccccc2)c1=O,805.0,active,1
CHEMBL3210821,Cc1nn(-c2ccccc2)c(O)c1/C=N/N1CCOCC1,31700.0,inactive,0
CHEMBL1483562,O=C(Nc1ccc(Cl)cc1)/C(=C/c1cccc(O)c1)c1nc2ccccc2s1,481.0,active,1
CHEMBL3145170,Cc1[nH]n(C(N)=S)c(=O)c1C(c1ccccc1)C(C#N)C#N,12900.0,inactive,0
CHEMBL3191989,O=C(CCl)/N=c1\sccn1Cc1ccc(Cl)cc1Cl,15100.0,inactive,0
CHEMBL1409091,Cc1cccc(C(=O)NC2C(=O)NNC2c2ccc(Cl)cc2)c1,18900.0,inactive,0
CHEMBL1476225,Fc1ccc(-[n+]2nc(Nc3ccccc3)sc2-c2c3ccccc3cc3ccccc23)cc1.[Cl-],10600.0,inactive,0
CHEMBL1606382,COc1ccc(-c2nnc(Sc3nc4ccccc4o3)c3ccccc23)cc1,703.0,active,1
CHEMBL1381436,O=C1c2ccccc2C(=O)C12OC2c1ccc(Cl)cc1,22200.0,inactive,0
CHEMBL1529238,CCN(CC)C(=O)CSc1nnc2nnc3cc(Cl)ccc3n12,499.0,active,1
CHEMBL1371873,CC1(C)CC(C(CCN(Cc2ccccc2)C(=O)c2ccco2)c2ccc(F)cc2)CCO1,20900.0,inactive,0
CHEMBL1794157,CCCc1n[nH]c2c1C(c1ccc(OCCN3CCOCC3)c(OCC)c1)C(C#N)=C(N)O2,10000.0,inactive,0
CHEMBL1444373,CC(C)CS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=O)N=C2S1,14400.0,inactive,0
CHEMBL1301509,CCOC(=O)C1Nc2c(F)cc(C)cc2C2c3ccccc3CC12,36000.0,inactive,0
CHEMBL1388300,Cc1n[nH]c(O)c1C(c1ccc(-c2ccccc2C(=O)O)o1)c1c(C)n[nH]c1O,256.0,active,1
CHEMBL1583807,COc1cc(/C=C/c2cc[n+](C)cc2)ccc1OCC(=O)Nc1ccc(Cl)c(Cl)c1.[I-],17200.0,inactive,0
CHEMBL1320429,O=C(CCCN1C(=O)/C(=C\c2ccccc2)SC1=S)Nc1ccc(O)cc1C(=O)O,15100.0,inactive,0
CHEMBL1600684,CCc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)cc1,48.2,active,1
